,Origin_Id,Origin Station Complex Name,Origin Latitude,Origin Longitude,Destination_Id,Destination Station Complex Name,Destination Latitude,Destination Longitude,Origin Point,Destination Point,Estimated_Total_Ridership
216,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,244,Ditmas Av (F),40.636119,-73.978172,POINT (-74.007838 40.710089),POINT (-73.978172 40.636119),2106.4229
796,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,244,Ditmas Av (F),40.636119,-73.978172,POINT (-73.987581 40.755746),POINT (-73.978172 40.636119),2105.5962
532,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,71,8 Av (N),40.635064,-74.011719,POINT (-74.007838 40.710089),POINT (-74.011719 40.635064),2101.2549
470,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,463,Hunters Point Av (7),40.742216,-73.948916,POINT (-74.007838 40.710089),POINT (-73.948916 40.742216),2096.5554
518,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,156,"103 St (C,B)",40.796092,-73.961454,POINT (-73.977359 40.751992),POINT (-73.961454 40.796092),2087.9782
452,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,427,"West Farms Sq-E Tremont Av (2,5)",40.840295,-73.880049,POINT (-74.007838 40.710089),POINT (-73.880049 40.840295),2082.1239
104,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,149,163 St-Amsterdam Av (C),40.836013,-73.939892,POINT (-74.007838 40.710089),POINT (-73.939892 40.836013),2063.1543
525,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,45,Beverley Rd (Q),40.644031,-73.964492,POINT (-73.977359 40.751992),POINT (-73.964492 40.644031),2060.169
439,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,326,Franklin St (1),40.719318,-74.006886,POINT (-74.007838 40.710089),POINT (-74.006886 40.719318),2046.8355
797,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,218,"167 St (B,D)",40.833771,-73.91844,POINT (-74.007838 40.710089),POINT (-73.91844 40.833771),2035.4702
1053,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,110,Forest Av (M),40.704423,-73.903077,POINT (-73.977359 40.751992),POINT (-73.903077 40.704423),2034.8708
119,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,185,Liberty Av (C),40.674542,-73.896548,POINT (-74.007838 40.710089),POINT (-73.896548 40.674542),2032.1611
334,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,351,Van Siclen Av (3),40.665449,-73.889395,POINT (-73.987581 40.755746),POINT (-73.889395 40.665449),2031.9017
1849,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,50,Avenue M (Q),40.617618,-73.959399,POINT (-73.977359 40.751992),POINT (-73.959399 40.617618),2030.4831
283,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,185,Liberty Av (C),40.674542,-73.896548,POINT (-73.987581 40.755746),POINT (-73.896548 40.674542),2023.4693
898,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,131,Bushwick Av-Aberdeen St (L),40.682829,-73.905249,POINT (-73.987581 40.755746),POINT (-73.905249 40.682829),2012.8677
1064,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,325,Canal St (1),40.722854,-74.006277,POINT (-74.007838 40.710089),POINT (-74.006277 40.722854),2003.0458
267,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,210,Norwood-205 St (D),40.874811,-73.878855,POINT (-74.007838 40.710089),POINT (-73.878855 40.874811),1997.2328
346,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,99,"Lorimer St (M,J)",40.703869,-73.947408,POINT (-73.987581 40.755746),POINT (-73.947408 40.703869),1990.0109
1604,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,79,86 St (N),40.592721,-73.97823,POINT (-73.987581 40.755746),POINT (-73.97823 40.592721),1966.6199
838,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,60,Fort Hamilton Pkwy (D),40.640914,-73.994304,POINT (-73.987581 40.755746),POINT (-73.994304 40.640914),1959.0799
310,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,87,"Crescent St (J,Z)",40.683194,-73.873785,POINT (-74.007838 40.710089),POINT (-73.873785 40.683194),1953.7338
2071,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,250,Kings Hwy (F),40.603217,-73.972361,POINT (-74.007838 40.710089),POINT (-73.972361 40.603217),1953.4517
2091,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,5,"36 Av (N,W)",40.756804,-73.929575,POINT (-74.007838 40.710089),POINT (-73.929575 40.756804),1951.3817
266,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,361,Buhre Av (6),40.84681,-73.832569,POINT (-74.007838 40.710089),POINT (-73.832569 40.84681),1948.8417
1367,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,46,Cortelyou Rd (Q),40.640927,-73.963891,POINT (-74.007838 40.710089),POINT (-73.963891 40.640927),1937.5917
1050,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,416,Wakefield-241 St (2),40.903125,-73.85062,POINT (-73.977359 40.751992),POINT (-73.85062 40.903125),1933.4146
564,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,67,20 Av (D),40.604556,-73.998168,POINT (-73.987581 40.755746),POINT (-73.998168 40.604556),1932.2385
1753,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,287,Flushing Av (G),40.700377,-73.950234,POINT (-73.987581 40.755746),POINT (-73.950234 40.700377),1930.3785
1636,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,282,21 St (G),40.744065,-73.949724,POINT (-73.977359 40.751992),POINT (-73.949724 40.744065),1929.4581
944,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,68,Bay Pkwy (D),40.601875,-73.993728,POINT (-74.007838 40.710089),POINT (-73.993728 40.601875),1929.3819
1165,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,49,Avenue J (Q),40.625039,-73.960803,POINT (-73.977359 40.751992),POINT (-73.960803 40.625039),1919.3754
941,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,428,"174 St (2,5)",40.837288,-73.887734,POINT (-74.007838 40.710089),POINT (-73.887734 40.837288),1915.4851
633,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,87,"Crescent St (J,Z)",40.683194,-73.873785,POINT (-73.987581 40.755746),POINT (-73.873785 40.683194),1910.1826
2039,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,53,Neck Rd (Q),40.595246,-73.955161,POINT (-73.977359 40.751992),POINT (-73.955161 40.595246),1902.5227
713,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,446,Morris Park (5),40.854364,-73.860495,POINT (-74.007838 40.710089),POINT (-73.860495 40.854364),1900.8008
881,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,77,Kings Hwy (N),40.603923,-73.980353,POINT (-73.977359 40.751992),POINT (-73.980353 40.603923),1900.0299
1365,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,380,Bedford Park Blvd-Lehman College (4),40.873412,-73.890064,POINT (-73.987581 40.755746),POINT (-73.890064 40.873412),1899.2912
607,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,108,Middle Village-Metropolitan Av (M),40.711396,-73.889601,POINT (-73.987581 40.755746),POINT (-73.889601 40.711396),1896.3502
170,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,258,"Briarwood (E,F)",40.709179,-73.820574,POINT (-73.977359 40.751992),POINT (-73.820574 40.709179),1889.4454
816,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,370,Whitlock Av (6),40.826525,-73.886283,POINT (-73.977359 40.751992),POINT (-73.886283 40.826525),1883.5018
1419,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,68,Bay Pkwy (D),40.601875,-73.993728,POINT (-73.977359 40.751992),POINT (-73.993728 40.601875),1876.7411
1457,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,84,85 St-Forest Pkwy (J),40.692435,-73.86001,POINT (-73.977359 40.751992),POINT (-73.86001 40.692435),1855.325
508,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,367,St Lawrence Av (6),40.831509,-73.867618,POINT (-74.007838 40.710089),POINT (-73.867618 40.831509),1849.7654
1796,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,351,Van Siclen Av (3),40.665449,-73.889395,POINT (-74.007838 40.710089),POINT (-73.889395 40.665449),1848.6961
141,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,100,"Hewes St (M,J)",40.70687,-73.953431,POINT (-73.987581 40.755746),POINT (-73.953431 40.70687),1843.3857
1200,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,419,"225 St (2,5)",40.888022,-73.860341,POINT (-73.977359 40.751992),POINT (-73.860341 40.888022),1841.9929
507,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,215,"Tremont Av (B,D)",40.85041,-73.905227,POINT (-74.007838 40.710089),POINT (-73.905227 40.85041),1839.8179
381,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,433,"Jackson Av (2,5)",40.81649,-73.907807,POINT (-74.007838 40.710089),POINT (-73.907807 40.81649),1837.1345
521,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,82,"104 St (J,Z)",40.695178,-73.84433,POINT (-73.987581 40.755746),POINT (-73.84433 40.695178),1833.4852
1141,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,296,Marble Hill-225 St (1),40.874561,-73.909831,POINT (-73.977359 40.751992),POINT (-73.909831 40.874561),1827.8941
851,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,137,East 105 St (L),40.650573,-73.899485,POINT (-74.007838 40.710089),POINT (-73.899485 40.650573),1825.5509
1104,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,293,Van Cortlandt Park-242 St (1),40.889248,-73.898583,POINT (-74.007838 40.710089),POINT (-73.898583 40.889248),1824.3875
645,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,421,"Gun Hill Rd (2,5)",40.87785,-73.866256,POINT (-74.007838 40.710089),POINT (-73.866256 40.87785),1819.3656
489,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,431,"Intervale Av (2,5)",40.822181,-73.896736,POINT (-73.977359 40.751992),POINT (-73.896736 40.822181),1816.4037
524,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,111,Seneca Av (M),40.702762,-73.90774,POINT (-74.007838 40.710089),POINT (-73.90774 40.702762),1814.2467
1421,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,130,Wilson Av (L),40.688764,-73.904046,POINT (-74.007838 40.710089),POINT (-73.904046 40.688764),1810.3967
622,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,268,"65 St (M,R)",40.749669,-73.898453,POINT (-73.977359 40.751992),POINT (-73.898453 40.749669),1810.081
363,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,52,Avenue U (Q),40.5993,-73.955929,POINT (-74.007838 40.710089),POINT (-73.955929 40.5993),1796.1144
1284,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,198,Howard Beach-JFK Airport (A),40.660476,-73.830301,POINT (-73.977359 40.751992),POINT (-73.830301 40.660476),1794.6947
2126,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,453,82 St-Jackson Hts (7),40.747659,-73.883697,POINT (-74.007838 40.710089),POINT (-73.883697 40.747659),1792.8195
1511,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,20,"City Hall (R,W)",40.713282,-74.006978,POINT (-74.007838 40.710089),POINT (-74.006978 40.713282),1778.5955
469,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,134,Sutter Av (L),40.669367,-73.901975,POINT (-73.987581 40.755746),POINT (-73.901975 40.669367),1777.4198
511,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,111,Seneca Av (M),40.702762,-73.90774,POINT (-73.987581 40.755746),POINT (-73.90774 40.702762),1772.558
2147,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,373,E 149 St (6),40.812118,-73.904098,POINT (-74.007838 40.710089),POINT (-73.904098 40.812118),1771.5014
1733,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,82,"104 St (J,Z)",40.695178,-73.84433,POINT (-74.007838 40.710089),POINT (-73.84433 40.695178),1760.3727
1376,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,298,207 St (1),40.864621,-73.918822,POINT (-73.977359 40.751992),POINT (-73.918822 40.864621),1741.6343
2030,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,145,190 St (A),40.859022,-73.93418,POINT (-73.977359 40.751992),POINT (-73.93418 40.859022),1741.4827
400,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,362,Middletown Rd (6),40.843863,-73.836322,POINT (-73.987581 40.755746),POINT (-73.836322 40.843863),1732.2391
1798,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,300,191 St (1),40.855225,-73.929412,POINT (-74.007838 40.710089),POINT (-73.929412 40.855225),1730.4708
374,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,69,25 Av (D),40.597704,-73.986829,POINT (-73.987581 40.755746),POINT (-73.986829 40.597704),1724.8608
3136,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,455,69 St (7),40.746325,-73.896403,POINT (-74.007838 40.710089),POINT (-73.896403 40.746325),1710.9514
1831,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,35,"59 St (N,R)",40.641362,-74.017881,POINT (-74.007838 40.710089),POINT (-74.017881 40.641362),1703.5351
552,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,114,Central Av (M),40.697857,-73.927397,POINT (-73.977359 40.751992),POINT (-73.927397 40.697857),1702.1369
1612,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,292,Fulton St (G),40.687119,-73.975375,POINT (-73.977359 40.751992),POINT (-73.975375 40.687119),1697.9416
2065,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,245,18 Av (F),40.629755,-73.976971,POINT (-74.007838 40.710089),POINT (-73.976971 40.629755),1696.4442
1237,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,436,Harlem-148 St (3),40.82388,-73.93647,POINT (-73.977359 40.751992),POINT (-73.93647 40.82388),1694.6953
844,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,249,Avenue P (F),40.608944,-73.973022,POINT (-74.007838 40.710089),POINT (-73.973022 40.608944),1685.9836
182,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,131,Bushwick Av-Aberdeen St (L),40.682829,-73.905249,POINT (-73.977359 40.751992),POINT (-73.905249 40.682829),1682.8896
493,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,437,145 St (3),40.820421,-73.936245,POINT (-74.007838 40.710089),POINT (-73.936245 40.820421),1681.5609
462,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,443,Baychester Av (5),40.878663,-73.838591,POINT (-74.007838 40.710089),POINT (-73.838591 40.878663),1679.9717
2026,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,449,111 St (7),40.75173,-73.855334,POINT (-74.007838 40.710089),POINT (-73.855334 40.75173),1669.322
1586,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,250,Kings Hwy (F),40.603217,-73.972361,POINT (-73.987581 40.755746),POINT (-73.972361 40.603217),1668.9802
1529,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,59,9 Av (D),40.646292,-73.994324,POINT (-73.977359 40.751992),POINT (-73.994324 40.646292),1667.9091
579,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,93,"Chauncey St (J,Z)",40.682893,-73.910456,POINT (-73.987581 40.755746),POINT (-73.910456 40.682893),1665.3082
744,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,280,Jamaica-Van Wyck (E),40.702566,-73.816859,POINT (-73.977359 40.751992),POINT (-73.816859 40.702566),1650.1657
1415,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,429,"Freeman St (2,5)",40.829993,-73.891865,POINT (-74.007838 40.710089),POINT (-73.891865 40.829993),1639.1371
38,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,266,"Elmhurst Av (M,R)",40.742454,-73.882017,POINT (-74.007838 40.710089),POINT (-73.882017 40.742454),1633.0505
529,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,217,"170 St (B,D)",40.839306,-73.9134,POINT (-73.977359 40.751992),POINT (-73.9134 40.839306),1631.3862
63,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,423,"Allerton Av (2,5)",40.865462,-73.867352,POINT (-74.007838 40.710089),POINT (-73.867352 40.865462),1625.4772
458,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,72,Fort Hamilton Pkwy (N),40.631386,-74.005351,POINT (-74.007838 40.710089),POINT (-74.005351 40.631386),1616.7122
1135,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,66,18 Av (D),40.607954,-74.001736,POINT (-73.977359 40.751992),POINT (-74.001736 40.607954),1615.7542
295,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,286,Broadway (G),40.706092,-73.950308,POINT (-73.987581 40.755746),POINT (-73.950308 40.706092),1589.4529
454,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,436,Harlem-148 St (3),40.82388,-73.93647,POINT (-74.007838 40.710089),POINT (-73.93647 40.82388),1583.6693
899,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,351,Van Siclen Av (3),40.665449,-73.889395,POINT (-73.977359 40.751992),POINT (-73.889395 40.665449),1581.402
340,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,437,145 St (3),40.820421,-73.936245,POINT (-73.977359 40.751992),POINT (-73.936245 40.820421),1579.6493
1156,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,211,"Bedford Park Blvd (B,D)",40.873244,-73.887138,POINT (-74.007838 40.710089),POINT (-73.887138 40.873244),1576.701
455,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,205,Beach 60 St (A),40.592374,-73.788522,POINT (-73.987581 40.755746),POINT (-73.788522 40.592374),1565.6497
1696,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,137,East 105 St (L),40.650573,-73.899485,POINT (-73.977359 40.751992),POINT (-73.899485 40.650573),1564.9626
770,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,248,Avenue N (F),40.61514,-73.974197,POINT (-74.007838 40.710089),POINT (-73.974197 40.61514),1562.732
1710,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,138,Canarsie-Rockaway Pkwy (L),40.646654,-73.90185,POINT (-74.007838 40.710089),POINT (-73.90185 40.646654),1559.8293
94,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,74,18 Av (N),40.620671,-73.990414,POINT (-73.977359 40.751992),POINT (-73.990414 40.620671),1558.3187
1435,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,88,"Norwood Av (J,Z)",40.68141,-73.880039,POINT (-74.007838 40.710089),POINT (-73.880039 40.68141),1554.1163999999999
961,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,75,20 Av (N),40.61741,-73.985026,POINT (-73.977359 40.751992),POINT (-73.985026 40.61741),1552.31
840,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,208,Beach 25 St (A),40.600066,-73.761353,POINT (-73.987581 40.755746),POINT (-73.761353 40.600066),1536.2866
2027,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,205,Beach 60 St (A),40.592374,-73.788522,POINT (-74.007838 40.710089),POINT (-73.788522 40.592374),1529.0466
307,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,76,Bay Pkwy (N),40.611815,-73.981848,POINT (-74.007838 40.710089),POINT (-73.981848 40.611815),1527.1924
111,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,286,Broadway (G),40.706092,-73.950308,POINT (-73.977359 40.751992),POINT (-73.950308 40.706092),1517.9997
1752,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,362,Middletown Rd (6),40.843863,-73.836322,POINT (-74.007838 40.710089),POINT (-73.836322 40.843863),1508.996
2001,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,61,50 St (D),40.63626,-73.994791,POINT (-73.987581 40.755746),POINT (-73.994791 40.63626),1506.6715
1339,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,31,25 St (R),40.660397,-73.998091,POINT (-73.977359 40.751992),POINT (-73.998091 40.660397),1505.7932
1066,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,208,Beach 25 St (A),40.600066,-73.761353,POINT (-74.007838 40.710089),POINT (-73.761353 40.600066),1502.8633
488,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,263,"63 Dr-Rego Park (M,R)",40.729846,-73.861604,POINT (-74.007838 40.710089),POINT (-73.861604 40.729846),1493.4376
854,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,30,Prospect Av (R),40.665414,-73.992872,POINT (-74.007838 40.710089),POINT (-73.992872 40.665414),1468.252
885,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,425,"Bronx Park East (2,5)",40.848828,-73.868457,POINT (-73.977359 40.751992),POINT (-73.868457 40.848828),1464.8306
1725,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,420,"219 St (2,5)",40.883895,-73.862633,POINT (-73.977359 40.751992),POINT (-73.862633 40.883895),1458.8588
112,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,245,18 Av (F),40.629755,-73.976971,POINT (-73.987581 40.755746),POINT (-73.976971 40.629755),1458.6743
1969,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,270,"46 St (M,R)",40.756312,-73.913333,POINT (-74.007838 40.710089),POINT (-73.913333 40.756312),1457.8833
964,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,22,"Rector St (R,W)",40.70722,-74.013342,POINT (-74.007838 40.710089),POINT (-74.013342 40.70722),1449.8073
572,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,212,"Kingsbridge Rd (B,D)",40.866978,-73.893509,POINT (-74.007838 40.710089),POINT (-73.893509 40.866978),1447.8588
2102,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,80,"121 St (J,Z)",40.700492,-73.828294,POINT (-74.007838 40.710089),POINT (-73.828294 40.700492),1446.3287
2083,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,152,"135 St (C,B)",40.817894,-73.947649,POINT (-73.977359 40.751992),POINT (-73.947649 40.817894),1438.8535
421,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,113,Knickerbocker Av (M),40.698664,-73.919711,POINT (-73.977359 40.751992),POINT (-73.919711 40.698664),1437.5983
1317,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,136,New Lots Av (L),40.658733,-73.899232,POINT (-74.007838 40.710089),POINT (-73.899232 40.658733),1435.3269
1114,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,100,"Hewes St (M,J)",40.70687,-73.953431,POINT (-73.977359 40.751992),POINT (-73.953431 40.70687),1433.5288
1848,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,375,Cypress Av (6),40.805368,-73.914042,POINT (-74.007838 40.710089),POINT (-73.914042 40.805368),1431.8594
1852,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,238,"Smith-9 Sts (F,G)",40.67358,-73.995959,POINT (-73.977359 40.751992),POINT (-73.995959 40.67358),1428.0895
1830,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,417,"Nereid Av (2,5)",40.898379,-73.854376,POINT (-73.977359 40.751992),POINT (-73.854376 40.898379),1425.9615
828,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,214,"182-183 Sts (B,D)",40.856093,-73.900741,POINT (-73.977359 40.751992),POINT (-73.900741 40.856093),1421.9606
1793,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,364,Zerega Av (6),40.836488,-73.847036,POINT (-74.007838 40.710089),POINT (-73.847036 40.836488),1421.3821
1258,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,260,"75 Av (E,F)",40.718331,-73.837324,POINT (-73.977359 40.751992),POINT (-73.837324 40.718331),1413.6353
987,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,136,New Lots Av (L),40.658733,-73.899232,POINT (-73.977359 40.751992),POINT (-73.899232 40.658733),1410.6606
1462,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,38,86 St (R),40.622687,-74.028398,POINT (-74.007838 40.710089),POINT (-74.028398 40.622687),1406.792
1609,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,197,Aqueduct-N Conduit Av (A),40.668234,-73.834058,POINT (-74.007838 40.710089),POINT (-73.834058 40.668234),1401.9515
4129,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,287,Flushing Av (G),40.700377,-73.950234,POINT (-74.007838 40.710089),POINT (-73.950234 40.700377),1400.4035
2019,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,81,111 St (J),40.697418,-73.836345,POINT (-74.007838 40.710089),POINT (-73.836345 40.697418),1399.8500999999999
