,Origin_Id,Origin Station Complex Name,Origin Latitude,Origin Longitude,Destination_Id,Destination Station Complex Name,Destination Latitude,Destination Longitude,Origin Point,Destination Point,Estimated_Total_Ridership
487,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,POINT (-73.977359 40.751992),POINT (-74.007838 40.710089),245087.1141
905,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,POINT (-74.007838 40.710089),POINT (-73.977359 40.751992),240975.272
110,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,POINT (-73.987581 40.755746),POINT (-73.977359 40.751992),197524.5024
226,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,POINT (-73.977359 40.751992),POINT (-73.987581 40.755746),190802.5125
8,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",40.735066,-73.990416,POINT (-73.977359 40.751992),POINT (-73.990416 40.735066),183850.706
19,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",40.712603,-74.009552,POINT (-73.987581 40.755746),POINT (-74.009552 40.712603),131818.7955
774,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,POINT (-73.987581 40.755746),POINT (-74.007838 40.710089),130932.1419
641,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",40.735066,-73.990416,POINT (-73.987581 40.755746),POINT (-73.990416 40.735066),128762.3686
123,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,614,"59 St-Columbus Circle (A,B,C,D,1)",40.768272,-73.981833,POINT (-73.987581 40.755746),POINT (-73.981833 40.768272),128657.0886
822,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,397,"86 St (4,5,6)",40.779492,-73.955589,POINT (-73.977359 40.751992),POINT (-73.955589 40.779492),123856.7105
93,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,618,"14 St (A,C,E)/8 Av (L)",40.740335,-74.002134,POINT (-73.987581 40.755746),POINT (-74.002134 40.740335),120984.9143
44,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,POINT (-74.007838 40.710089),POINT (-73.987581 40.755746),114565.2913
153,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,447,Flushing-Main St (7),40.7596,-73.83003,POINT (-73.987581 40.755746),POINT (-73.83003 40.7596),106856.1229
24,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",40.713154,-74.003766,POINT (-73.977359 40.751992),POINT (-74.003766 40.713154),102520.3057
432,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,313,"72 St (1,2,3)",40.778453,-73.98197,POINT (-73.987581 40.755746),POINT (-73.98197 40.778453),99031.8719
629,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,612,"Lexington Av-53 St (E,M)/51 St (6)",40.75733,-73.970487,POINT (-73.987581 40.755746),POINT (-73.970487 40.75733),98999.4081
428,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,318,"34 St-Penn Station (1,2,3)",40.750373,-73.991057,POINT (-73.977359 40.751992),POINT (-73.991057 40.750373),98989.8128
213,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,471,34 St-Hudson Yards (7),40.755882,-74.00191,POINT (-73.977359 40.751992),POINT (-74.00191 40.755882),98461.5829
685,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,477,72 St (Q),40.768799,-73.958424,POINT (-73.987581 40.755746),POINT (-73.958424 40.768799),95558.8326
578,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,164,"34 St-Penn Station (A,C,E)",40.752287,-73.993391,POINT (-73.987581 40.755746),POINT (-73.993391 40.752287),92163.1521
637,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,616,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",40.746746,-73.891366,POINT (-73.987581 40.755746),POINT (-73.891366 40.746746),90912.7114
102,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",40.732338,-74.000495,POINT (-73.987581 40.755746),POINT (-74.000495 40.732338),85914.3102
311,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,613,"Lexington Av (N,R,W)/59 St (4,5,6)",40.762593,-73.967613,POINT (-73.977359 40.751992),POINT (-73.967613 40.762593),85783.2449
415,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,310,"96 St (1,2,3)",40.793919,-73.972323,POINT (-73.987581 40.755746),POINT (-73.972323 40.793919),84130.7324
630,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,414,"Bowling Green (4,5)",40.704817,-74.014065,POINT (-73.977359 40.751992),POINT (-74.014065 40.704817),83493.5094
103,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,635,"South Ferry (1)/Whitehall St (R,W)",40.702578,-74.013329,POINT (-73.987581 40.755746),POINT (-74.013329 40.702578),82433.5292
425,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,276,"5 Av/53 St (E,M)",40.760167,-73.975224,POINT (-73.987581 40.755746),POINT (-73.975224 40.760167),79495.4336
443,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,405,23 St (6),40.739864,-73.986599,POINT (-73.977359 40.751992),POINT (-73.986599 40.739864),75937.7424
893,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",40.749643,-73.987887,POINT (-73.987581 40.755746),POINT (-73.987887 40.749643),75454.155
739,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,398,77 St (6),40.77362,-73.959874,POINT (-73.977359 40.751992),POINT (-73.959874 40.77362),74612.5162
813,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,476,86 St (Q),40.777891,-73.951787,POINT (-73.987581 40.755746),POINT (-73.951787 40.777891),73402.5798
820,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,413,"Wall St (4,5)",40.707557,-74.011862,POINT (-73.977359 40.751992),POINT (-74.011862 40.707557),72280.4929
12,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",40.725606,-73.995432,POINT (-73.977359 40.751992),POINT (-73.995432 40.725606),72017.8102
9,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,318,"34 St-Penn Station (1,2,3)",40.750373,-73.991057,POINT (-73.987581 40.755746),POINT (-73.991057 40.750373),70454.8519
398,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,464,Vernon Blvd-Jackson Av (7),40.742626,-73.953581,POINT (-73.977359 40.751992),POINT (-73.953581 40.742626),70190.9724
653,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,399,68 St-Hunter College (6),40.768141,-73.96387,POINT (-73.977359 40.751992),POINT (-73.96387 40.768141),68435.0108
245,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,623,"Canal St (J,N,Q,R,W,Z,6)",40.718701,-74.00058,POINT (-73.987581 40.755746),POINT (-74.00058 40.718701),68059.3797
345,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,613,"Lexington Av (N,R,W)/59 St (4,5,6)",40.762593,-73.967613,POINT (-73.987581 40.755746),POINT (-73.967613 40.762593),67874.9181
158,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,407,Astor Pl (6),40.730054,-73.99107,POINT (-73.977359 40.751992),POINT (-73.99107 40.730054),65460.27
273,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",40.735066,-73.990416,POINT (-74.007838 40.710089),POINT (-73.990416 40.735066),64603.4586
212,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,447,Flushing-Main St (7),40.7596,-73.83003,POINT (-73.977359 40.751992),POINT (-73.83003 40.7596),62624.8634
686,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,318,"34 St-Penn Station (1,2,3)",40.750373,-73.991057,POINT (-74.007838 40.710089),POINT (-73.991057 40.750373),61708.6406
195,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,623,"Canal St (J,N,Q,R,W,Z,6)",40.718701,-74.00058,POINT (-73.977359 40.751992),POINT (-74.00058 40.718701),59993.0827
221,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,333,"Wall St (2,3)",40.706821,-74.0091,POINT (-73.987581 40.755746),POINT (-74.0091 40.706821),55860.0109
220,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,169,"Canal St (A,C,E)",40.720824,-74.005229,POINT (-73.987581 40.755746),POINT (-74.005229 40.720824),55240.6731
99,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,397,"86 St (4,5,6)",40.779492,-73.955589,POINT (-74.007838 40.710089),POINT (-73.955589 40.779492),53711.4978
453,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,601,"14 St (F,M,1,2,3)/6 Av (L)",40.737796,-73.997732,POINT (-73.987581 40.755746),POINT (-73.997732 40.737796),52902.293
917,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,614,"59 St-Columbus Circle (A,B,C,D,1)",40.768272,-73.981833,POINT (-73.977359 40.751992),POINT (-73.981833 40.768272),52801.9273
28,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,613,"Lexington Av (N,R,W)/59 St (4,5,6)",40.762593,-73.967613,POINT (-74.007838 40.710089),POINT (-73.967613 40.762593),52211.2666
517,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,14,"23 St (R,W)",40.741303,-73.989344,POINT (-73.987581 40.755746),POINT (-73.989344 40.741303),50492.8814
54,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,153,"125 St (A,C,B,D)",40.811109,-73.952343,POINT (-73.987581 40.755746),POINT (-73.952343 40.811109),49534.3327
168,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,397,"86 St (4,5,6)",40.779492,-73.955589,POINT (-73.987581 40.755746),POINT (-73.955589 40.779492),49109.7894
61,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",40.749643,-73.987887,POINT (-73.977359 40.751992),POINT (-73.987887 40.749643),49024.989
382,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,616,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",40.746746,-73.891366,POINT (-73.977359 40.751992),POINT (-73.891366 40.746746),48972.4432
124,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,165,"23 St (C,E)",40.745906,-73.998041,POINT (-73.987581 40.755746),POINT (-73.998041 40.745906),48829.2168
52,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,475,96 St (Q),40.784318,-73.947152,POINT (-73.987581 40.755746),POINT (-73.947152 40.784318),48806.9799
64,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,618,"14 St (A,C,E)/8 Av (L)",40.740335,-74.002134,POINT (-73.977359 40.751992),POINT (-74.002134 40.740335),48694.4053
81,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,620,"Court St (R)/Borough Hall (2,3,4,5)",40.693241,-73.990642,POINT (-73.977359 40.751992),POINT (-73.990642 40.693241),48418.2983
613,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,120,Bedford Av (L),40.717304,-73.956872,POINT (-73.977359 40.751992),POINT (-73.956872 40.717304),48190.8348
109,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,409,Spring St (6),40.722301,-73.997141,POINT (-73.977359 40.751992),POINT (-73.997141 40.722301),48111.3811
329,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,404,28 St (6),40.74307,-73.984264,POINT (-73.977359 40.751992),POINT (-73.984264 40.74307),47572.0242
591,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,313,"72 St (1,2,3)",40.778453,-73.98197,POINT (-73.977359 40.751992),POINT (-73.98197 40.778453),46857.7615
764,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,605,"168 St (A,C,1)",40.840638,-73.939847,POINT (-73.987581 40.755746),POINT (-73.939847 40.840638),46502.3093
833,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972143,POINT (-73.987581 40.755746),POINT (-73.972143 40.781433),46454.1853
105,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,164,"34 St-Penn Station (A,C,E)",40.752287,-73.993391,POINT (-74.007838 40.710089),POINT (-73.993391 40.752287),46166.5154
154,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,636,"Jay St-MetroTech (A,C,F,R)",40.692259,-73.986642,POINT (-74.007838 40.710089),POINT (-73.986642 40.692259),45946.4414
384,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,606,"Court Sq (E,G,M,7)",40.747141,-73.945032,POINT (-73.987581 40.755746),POINT (-73.945032 40.747141),45365.415
551,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,636,"Jay St-MetroTech (A,C,F,R)",40.692259,-73.986642,POINT (-73.987581 40.755746),POINT (-73.986642 40.692259),45174.7319
748,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,314,66 St-Lincoln Center (1),40.77344,-73.982209,POINT (-73.987581 40.755746),POINT (-73.982209 40.77344),44302.6355
91,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,328,WTC Cortlandt (1),40.711835,-74.012188,POINT (-73.987581 40.755746),POINT (-74.012188 40.711835),43554.844900000004
901,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,151,"145 St (A,C,B,D)",40.824783,-73.944216,POINT (-73.987581 40.755746),POINT (-73.944216 40.824783),43030.8166
504,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",40.712603,-74.009552,POINT (-73.977359 40.751992),POINT (-74.009552 40.712603),42517.3659
823,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,8,"5 Av/59 St (N,R,W)",40.764811,-73.973347,POINT (-73.987581 40.755746),POINT (-73.973347 40.764811),42452.7701
244,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,471,34 St-Hudson Yards (7),40.755882,-74.00191,POINT (-73.987581 40.755746),POINT (-74.00191 40.755882),42431.1801
324,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,606,"Court Sq (E,G,M,7)",40.747141,-73.945032,POINT (-73.977359 40.751992),POINT (-73.945032 40.747141),40927.0718
356,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,601,"14 St (F,M,1,2,3)/6 Av (L)",40.737796,-73.997732,POINT (-73.977359 40.751992),POINT (-73.997732 40.737796),40709.5006
604,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,612,"Lexington Av-53 St (E,M)/51 St (6)",40.75733,-73.970487,POINT (-73.977359 40.751992),POINT (-73.970487 40.75733),40062.258
55,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,164,"34 St-Penn Station (A,C,E)",40.752287,-73.993391,POINT (-73.977359 40.751992),POINT (-73.993391 40.752287),40050.4878
138,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",40.725606,-73.995432,POINT (-73.987581 40.755746),POINT (-73.995432 40.725606),39910.372
806,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,120,Bedford Av (L),40.717304,-73.956872,POINT (-73.987581 40.755746),POINT (-73.956872 40.717304),39897.9163
359,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,451,Junction Blvd (7),40.749145,-73.869527,POINT (-73.987581 40.755746),POINT (-73.869527 40.749145),39622.0407
257,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,168,"Spring St (C,E)",40.726227,-74.003739,POINT (-73.987581 40.755746),POINT (-74.003739 40.726227),39526.3286
599,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,16,"8 St-NYU (R,W)",40.730328,-73.992629,POINT (-73.987581 40.755746),POINT (-73.992629 40.730328),38561.4583
348,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,450,103 St-Corona Plaza (7),40.749865,-73.8627,POINT (-73.987581 40.755746),POINT (-73.8627 40.749865),38349.2707
229,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,403,33 St (6),40.746081,-73.982076,POINT (-73.977359 40.751992),POINT (-73.982076 40.746081),38333.046
56,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,9,"57 St-7 Av (N,Q,R,W)",40.764664,-73.980658,POINT (-73.987581 40.755746),POINT (-73.980658 40.764664),37770.9101
242,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,464,Vernon Blvd-Jackson Av (7),40.742626,-73.953581,POINT (-73.987581 40.755746),POINT (-73.953581 40.742626),37071.7174
660,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,396,96 St (6),40.785672,-73.95107,POINT (-73.977359 40.751992),POINT (-73.95107 40.785672),35777.9964
919,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,604,"161 St-Yankee Stadium (B,D,4)",40.82795,-73.925741,POINT (-73.977359 40.751992),POINT (-73.925741 40.82795),35685.2858
401,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,612,"Lexington Av-53 St (E,M)/51 St (6)",40.75733,-73.970487,POINT (-74.007838 40.710089),POINT (-73.970487 40.75733),34313.3781
747,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,277,"7 Av (E,B,D)",40.762862,-73.981637,POINT (-73.987581 40.755746),POINT (-73.981637 40.762862),34012.0855
569,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,398,77 St (6),40.77362,-73.959874,POINT (-73.987581 40.755746),POINT (-73.959874 40.77362),33316.8879
227,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,279,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",40.700486,-73.807969,POINT (-73.987581 40.755746),POINT (-73.807969 40.700486),33208.8263
496,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,625,"Delancey St (F)/Essex St (J,M,Z)",40.718463,-73.987776,POINT (-74.007838 40.710089),POINT (-73.987776 40.718463),32877.4234
689,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,119,1 Av (L),40.730953,-73.981628,POINT (-73.977359 40.751992),POINT (-73.981628 40.730953),32253.7634
423,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,307,116 St-Columbia University (1),40.807722,-73.96411,POINT (-73.987581 40.755746),POINT (-73.96411 40.807722),31795.6386
547,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,119,1 Av (L),40.730953,-73.981628,POINT (-73.987581 40.755746),POINT (-73.981628 40.730953),31490.5992
360,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,614,"59 St-Columbus Circle (A,B,C,D,1)",40.768272,-73.981833,POINT (-74.007838 40.710089),POINT (-73.981833 40.768272),31421.4076
500,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",40.684162,-73.977789,POINT (-74.007838 40.710089),POINT (-73.977789 40.684162),31062.2319
775,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,620,"Court St (R)/Borough Hall (2,3,4,5)",40.693241,-73.990642,POINT (-74.007838 40.710089),POINT (-73.990642 40.693241),30822.4172
204,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,310,"96 St (1,2,3)",40.793919,-73.972323,POINT (-73.977359 40.751992),POINT (-73.972323 40.793919),30340.7616
30,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",40.732338,-74.000495,POINT (-73.977359 40.751992),POINT (-74.000495 40.732338),30230.2288
545,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,273,"Queens Plaza (E,M,R)",40.748973,-73.937243,POINT (-73.987581 40.755746),POINT (-73.937243 40.748973),30012.1594
735,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,309,103 St (1),40.799446,-73.968379,POINT (-73.987581 40.755746),POINT (-73.968379 40.799446),29866.9528
824,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,452,90 St-Elmhurst Av (7),40.748408,-73.876613,POINT (-73.987581 40.755746),POINT (-73.876613 40.748408),29845.1673
476,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,439,"125 St (2,3)",40.807754,-73.945495,POINT (-73.987581 40.755746),POINT (-73.945495 40.807754),29626.6688
512,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",40.684162,-73.977789,POINT (-73.977359 40.751992),POINT (-73.977789 40.684162),29560.9931
83,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",40.684162,-73.977789,POINT (-73.987581 40.755746),POINT (-73.977789 40.684162),29455.2454
560,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,618,"14 St (A,C,E)/8 Av (L)",40.740335,-74.002134,POINT (-74.007838 40.710089),POINT (-74.002134 40.740335),29350.7316
255,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,311,86 St (1),40.788644,-73.976218,POINT (-73.987581 40.755746),POINT (-73.976218 40.788644),29147.4394
731,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,327,"Chambers St (1,2,3)",40.715478,-74.009266,POINT (-73.987581 40.755746),POINT (-74.009266 40.715478),28650.4525
861,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",40.749643,-73.987887,POINT (-74.007838 40.710089),POINT (-73.987887 40.749643),28622.0574
50,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,476,86 St (Q),40.777891,-73.951787,POINT (-73.977359 40.751992),POINT (-73.951787 40.777891),28510.0676
910,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,312,79 St (1),40.783934,-73.979917,POINT (-73.987581 40.755746),POINT (-73.979917 40.783934),28393.2107
378,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,160,"72 St (C,B)",40.775594,-73.97641,POINT (-73.987581 40.755746),POINT (-73.97641 40.775594),28307.2728
201,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,231,"Grand St (B,D)",40.718267,-73.993753,POINT (-73.987581 40.755746),POINT (-73.993753 40.718267),27930.7889
834,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,414,"Bowling Green (4,5)",40.704817,-74.014065,POINT (-73.987581 40.755746),POINT (-74.014065 40.704817),27930.5421
771,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,345,"Crown Hts-Utica Av (3,4)",40.668897,-73.932942,POINT (-74.007838 40.710089),POINT (-73.932942 40.668897),27924.744599999998
668,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,179,"Nostrand Av (A,C)",40.680438,-73.950426,POINT (-74.007838 40.710089),POINT (-73.950426 40.680438),27660.9402
883,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.912034,POINT (-73.987581 40.755746),POINT (-73.912034 40.775036),27534.7018
